gene_label,ct_label,as_label,as,ct,gene
ACTA2,follicular dendritic cell,marginal zone of spleen,http://purl.obolibrary.org/obo/UBERON_0001251,http://purl.obolibrary.org/obo/CL_0000442,http://identifiers.org/hgnc/130
ACTA2,smooth muscle cell of large intestine,large intestine smooth muscle circular layer,http://purl.obolibrary.org/obo/UBERON_0012398,http://purl.obolibrary.org/obo/CL_1000279,http://identifiers.org/hgnc/130
ACTA2,bronchiolar smooth muscle cell,smooth muscle tissue of terminal bronchiole,http://purl.obolibrary.org/obo/UBERON_0004516,http://purl.obolibrary.org/obo/CL_4033017,http://identifiers.org/hgnc/130
ACTA2,Vsmc_19 brain vascular cell (Hsap),brain,http://purl.obolibrary.org/obo/UBERON_0000955,http://purl.obolibrary.org/obo/PCL_0051020,http://identifiers.org/hgnc/130
ACTA2,Splenic Pericyte,sheathed capillary of spleen,https://purl.org/ccf/ASCTB-TEMP_sheathed-capillary-of-spleen,https://purl.org/ccf/ASCTB-TEMP_splenic-pericyte,http://identifiers.org/hgnc/130
ACTA2,Splenic Pericyte,Sheathed capillary of spleen,https://purl.org/ccf/ASCTB-TEMP_sheathed-capillary-of-spleen,https://purl.org/ccf/ASCTB-TEMP_splenic-pericyte,http://identifiers.org/hgnc/130
ACTA2,Splenic Pericyte,Superficial Mantle Zone,https://purl.org/ccf/ASCTB-TEMP_superficial-mantle-zone,https://purl.org/ccf/ASCTB-TEMP_splenic-pericyte,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial dorsal digital artery of third digit of hand,https://purl.org/ccf/ASCTB-TEMP_medial-dorsal-digital-artery-of-third-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,medial proper plantar digital artery of first digit of foot,https://purl.org/ccf/ASCTB-TEMP_medial-proper-plantar-digital-artery-of-first-digit-of-foot,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,superior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001182,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001183,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,renal artery,http://purl.obolibrary.org/obo/UBERON_0001184,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,right testicular artery,http://purl.obolibrary.org/obo/UBERON_0001188,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,ovarian artery,http://purl.obolibrary.org/obo/UBERON_0001190,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior pancreaticoduodenal artery,http://purl.obolibrary.org/obo/UBERON_0001195,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,middle colic artery,http://purl.obolibrary.org/obo/UBERON_0001196,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,superior suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0001198,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,superior gluteal artery,http://purl.obolibrary.org/obo/UBERON_0001315,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,radial artery,http://purl.obolibrary.org/obo/UBERON_0001404,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,ulnar artery,http://purl.obolibrary.org/obo/UBERON_0001406,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,left common carotid artery plus branches,http://purl.obolibrary.org/obo/UBERON_0001536,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,kidney arcuate artery,http://purl.obolibrary.org/obo/UBERON_0001552,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lingual artery,http://purl.obolibrary.org/obo/UBERON_0001610,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,mental artery,http://purl.obolibrary.org/obo/UBERON_0001617,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,inferior suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0002056,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,renal afferent arteriole,http://purl.obolibrary.org/obo/UBERON_0004639,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,costo-cervical trunk,http://purl.obolibrary.org/obo/UBERON_0004688,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,interlobular artery,http://purl.obolibrary.org/obo/UBERON_0004723,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,middle suprarenal artery,http://purl.obolibrary.org/obo/UBERON_0012173,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,sigmoid artery,http://purl.obolibrary.org/obo/UBERON_0035180,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,superior thoracic artery,http://purl.obolibrary.org/obo/UBERON_0035273,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,left colic artery,http://purl.obolibrary.org/obo/UBERON_8410022,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,percardiacophrenic artery,http://purl.obolibrary.org/obo/UBERON_8600081,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,deep lingual artery,http://purl.obolibrary.org/obo/UBERON_8600097,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Seventh anterior intercostal artery,http://purl.org/sig/ont/fma/fma10649,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,First anterior intercostal artery,http://purl.org/sig/ont/fma/fma10652,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right second lumbar artery,http://purl.org/sig/ont/fma/fma14739,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right fourth lumbar artery,http://purl.org/sig/ont/fma/fma14741,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left first lumbar artery,http://purl.org/sig/ont/fma/fma14742,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left second lumbar artery,http://purl.org/sig/ont/fma/fma14743,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left third lumbar artery,http://purl.org/sig/ont/fma/fma14744,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left inferior phrenic artery,http://purl.org/sig/ont/fma/fma14747,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right middle suprarenal artery,http://purl.org/sig/ont/fma/fma14755,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right ovarian artery,http://purl.org/sig/ont/fma/fma14762,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Anterior cecal artery,http://purl.org/sig/ont/fma/fma14816,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Descending branch of left colic artery,http://purl.org/sig/ont/fma/fma14829,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Deep part of superior gluteal artery,http://purl.org/sig/ont/fma/fma21121,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Arteria radialis indicis,http://purl.org/sig/ont/fma/fma22763,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Deep palmar arterial arch,http://purl.org/sig/ont/fma/fma22838,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right first superior phrenic artery,http://purl.org/sig/ont/fma/fma4165,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right tenth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4360,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left sixth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4475,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left seventh posterior intercostal artery,http://purl.org/sig/ont/fma/fma4498,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Left eleventh posterior intercostal artery,http://purl.org/sig/ont/fma/fma4590,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Tonsillar artery,http://purl.org/sig/ont/fma/fma49558,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Fourth common palmar digital artery,http://purl.org/sig/ont/fma/fma85108,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,bronchial arteriole,https://purl.org/ccf/ASCTB-TEMP_bronchial-arteriole,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,cutaneous branch of medial proper palmar digital artery of fifth digit of hand,https://purl.org/ccf/ASCTB-TEMP_cutaneous-branch-of-medial-proper-palmar-digital-artery-of-fifth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,dorsal branch of medial proper palmar digital artery of fourth digit of hand,https://purl.org/ccf/ASCTB-TEMP_dorsal-branch-of-medial-proper-palmar-digital-artery-of-fourth-digit-of-hand,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,short branch of vasa recta of colon,https://purl.org/ccf/ASCTB-TEMP_short-branch-of-vasa-recta-of-colon,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,third palmar metacarpal artery,https://purl.org/ccf/ASCTB-TEMP_third-palmar-metacarpal-artery,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,right renal artery,http://purl.obolibrary.org/obo/UBERON_0001185,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,lateral thoracic artery,http://purl.obolibrary.org/obo/UBERON_0001396,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,buccal artery,http://purl.obolibrary.org/obo/UBERON_0001618,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,bronchial artery,http://purl.obolibrary.org/obo/UBERON_0002040,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,masseteric artery,http://purl.obolibrary.org/obo/UBERON_0013648,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,deep auricular artery,http://purl.obolibrary.org/obo/UBERON_0014695,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,left common iliac artery,http://purl.obolibrary.org/obo/UBERON_0035529,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,esophageal artery,http://purl.obolibrary.org/obo/UBERON_0035539,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,right colic artery,http://purl.obolibrary.org/obo/UBERON_8410023,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,descending palatine artery,http://purl.obolibrary.org/obo/UBERON_8600101,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Third anterior intercostal artery,http://purl.org/sig/ont/fma/fma10654,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Fourth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10655,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Fifth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10656,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Sixth anterior intercostal artery,http://purl.org/sig/ont/fma/fma10657,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Posterior cecal artery,http://purl.org/sig/ont/fma/fma14817,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Appendicular artery,http://purl.org/sig/ont/fma/fma14818,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Superficial part of superior gluteal artery,http://purl.org/sig/ont/fma/fma21120,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Superior ulnar collateral artery,http://purl.org/sig/ont/fma/fma22706,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Superficial palmar branch of radial artery,http://purl.org/sig/ont/fma/fma22752,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,First dorsal metacarpal artery,http://purl.org/sig/ont/fma/fma22761,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Anterior ulnar recurrent artery,http://purl.org/sig/ont/fma/fma22800,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Palmar carpal branch of ulnar artery,http://purl.org/sig/ont/fma/fma22817,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Pectoral branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23062,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Acromial branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23065,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Clavicular branch of thoraco-acromial artery,http://purl.org/sig/ont/fma/fma23066,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right third posterior intercostal artery,http://purl.org/sig/ont/fma/fma4199,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
ACTA2,vascular associated smooth muscle cell,Right fourth posterior intercostal artery,http://purl.org/sig/ont/fma/fma4222,http://purl.obolibrary.org/obo/CL_0000359,http://identifiers.org/hgnc/130
